"-Inf","5","0","-52.0952380952381","-6.08527159583127","0","0","0",NA,NA,NA
"5","10","0","-47.0952380952381","-5.50121902036301","0","0","0",NA,NA,NA
"10","15","0","-42.0952380952381","-4.91716644489474","0","0","0",NA,NA,NA
"15","20","0","-37.0952380952381","-4.33311386942647","1e-05","1e-05","0.0021",NA,NA,NA
"20","25","0","-32.0952380952381","-3.74906129395821","9e-05","8e-05","0.0168",NA,NA,NA
"25","30","0","-27.0952380952381","-3.16500871848994","0.00078","0.00069","0.1449",NA,NA,NA
"30","35","0","-22.0952380952381","-2.58095614302167","0.00493","0.00415","0.8715",NA,NA,NA
"35","40","4","-17.0952380952381","-1.99690356755341","0.02292","0.01799","3.7779","12","16.5585","1.25494"
"40","45","8","-12.0952380952381","-1.41285099208514","0.07885","0.05593","11.7453","29","26.1996","0.29933"
"45","50","29","-7.09523809523809","-0.828798416616873","0.20361","0.12476","26.1996","51","41.9412","1.95659"
"50","55","51","-2.09523809523809","-0.244745841148607","0.40333","0.19972","41.9412","44","48.1908","0.36444"
"55","60","44","2.90476190476191","0.33930673431966","0.63281","0.22948","48.1908","39","39.7488","0.01411"
"60","65","39","7.90476190476191","0.923359309787926","0.82209","0.18928","39.7488","19","23.5326","0.87302"
"65","70","19","12.9047619047619","1.50741188525619","0.93415","0.11206","23.5326","11","9.9981","0.1004"
"70","75","11","17.9047619047619","2.09146446072446","0.98176","0.04761","9.9981","16","13.8285","0.34099"
"75","80","4","22.9047619047619","2.67551703619273","0.99627","0.01451","3.0471",NA,NA,NA
"80","85","0","27.9047619047619","3.25956961166099","0.99944","0.00317","0.6657",NA,NA,NA
"85","90","1","32.9047619047619","3.84362218712926","0.99994","5e-04","0.105",NA,NA,NA
"90","Inf","0","Inf","Inf","1","6e-05","0.0126",NA,NA,NA
"5.20382","4","9.488","TRUE",NA,NA,NA,NA,NA,NA,NA
