"-Inf","5","0","-51.6845493562232","-5.13060339357691","0","0","0",NA,NA,NA
"5","10","0","-46.6845493562232","-4.63426517862843","0","0","0",NA,NA,NA
"10","15","0","-41.6845493562232","-4.13792696367995","2e-05","2e-05","0.00466",NA,NA,NA
"15","20","0","-36.6845493562232","-3.64158874873147","0.00014","0.00012","0.02796",NA,NA,NA
"20","25","0","-31.6845493562232","-3.14525053378298","0.00083","0.00069","0.16077",NA,NA,NA
"25","30","0","-26.6845493562232","-2.6489123188345","0.00404","0.00321","0.74793",NA,NA,NA
"30","35","0","-21.6845493562232","-2.15257410388602","0.01568","0.01164","2.71212",NA,NA,NA
"35","40","7","-16.6845493562232","-1.65623588893753","0.04884","0.03316","7.72628","7","11.37972","1.68563"
"40","45","14","-11.6845493562232","-1.15989767398905","0.12305","0.07421","17.29093","14","17.29093","0.62635"
"45","50","38","-6.68454935622318","-0.663559459040569","0.25349","0.13044","30.39252","38","30.39252","1.90421"
"50","55","60","-1.68454935622318","-0.167221244092086","0.4336","0.18011","41.96563","60","41.96563","7.75012"
"55","60","38","3.31545064377682","0.329116970856397","0.62897","0.19537","45.52121","38","45.52121","1.24269"
"60","65","27","8.31545064377682","0.82545518580488","0.79544","0.16648","38.78984","27","38.78984","3.58342"
"65","70","27","13.3154506437768","1.32179340075336","0.90688","0.11144","25.96552","27","25.96552","0.04121"
"70","75","9","18.3154506437768","1.81813161570185","0.96548","0.0586","13.6538","9","13.6538","1.58621"
"75","80","8","23.3154506437768","2.31446983065033","0.98968","0.0242","5.6386","13","8.04316","3.0548"
"80","85","2","28.3154506437768","2.81080804559881","0.99753","0.00785","1.82905",NA,NA,NA
"85","90","3","33.3154506437768","3.30714626054729","0.99953","0.002","0.466",NA,NA,NA
"90","Inf","0","Inf","Inf","1","0.00047","0.10951",NA,NA,NA
"21.47464","6","12.59","FALSE",NA,NA,NA,NA,NA,NA,NA
